Name,Price,Calories,Total Fat,Saturated Fat,Trans Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin D,Calcium,Iron,Potassium
RATIFIED & REPEALED RED BLEND,10.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BIG CHURN CHARD CALIFORNIA,6.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
R-SALAD COMPLETE POMODORO CREMOSO,3.99,140 ,9 g,2.5 g,0 g,15 mg,240 mg,9 g,1 g,3 g,5 g,0.1 mcg,120 mg,1.2 mg,220 mg
ROMAINE HEARTS,3.49,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SHREDDED VEGAN CASHEW MOZZARELLA STYLE,3.99,80 ,7 g,5 g,0 g,0 mg,230 mg,5 g,0 g,0 g,0 g,0.0 mcg,0 mg,0.1 mg,10 mg
SLICD VEGAN CASHEW CHEDDAR,3.99,60 ,5.0 g,3.5 g,0 g,0 mg,160 mg,2 g,0 g,0 g,0 g,0.0 mcg,0 mg,0.1 mg,20 mg
HOLD THE DAIRY! VEGAN CARAMEL MINI CONES,4.29,360 ,17 g,14 g,0 g,0 mg,60 mg,48 g,1 g,29 g,3 g,0.0 mcg,20 mg,2.1 mg,200 mg
ICE CREAM CELEBRATION CAKE GELATO,3.79,230 ,11 g,8 g,0 g,35 mg,150 mg,30 g,2 g,26 g,5 g,0.8 mcg,130 mg,0.2 mg,170 mg
CANDLE TIN EUCALYPTUS,3.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OAT VANILLA FROZEN DESSERT,3.99,210 ,11 g,9 g,0 g,0 mg,30 mg,27 g,0 g,18 g,1 g,0.0 mcg,10 mg,0.3 mg,10 mg
BAR ROOT BEER FLOAT,3.49,230 ,10 g,7 g,0 g,45 mg,40 mg,32 g,0 g,29 g,3 g,0.4 mcg,90 mg,0.0 mg,90 mg
S'MORES BARS,4.99,160 ,7 g,2.5 g,0 g,15 mg,110 mg,20 g,less than 1 g,14 g,2 g,0.1 mcg,10 mg,0.8 mg,100 mg
ORG KOSH SNDWCH PCKLES FRSH PK,3.99,0 ,0 g,0 g,0 g,0 mg,290 mg,1 g,0 g,0 g,0 g,0.0 mcg,20 mg,0.1 mg,20 mg
ORANGE PEACH MANGO 52 OZ,3.49,120,0g,0g,0g,0mg,15mg,29g,0g,25g,1g,0mcg,30mg,0.5mg,300mg
CREAM MIDSUMMER NIGHTS,3.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BREAD HAND TWISTED CINNAMON SUGAR,4.99,180 ,4.5 g,1.5 g,0 g,5 mg,180 mg,31 g,less than 1 g,8 g,4 g,0.0 mcg,30 mg,0.8 mg,60 mg
WHOLE WHEAT ENGLISH MUFFINS,1.99,130 ,1.5 g,0 g,0 g,0 mg,70 mg,23 g,4 g,3 g,5 g,0.0 mcg,10 mg,0.5 mg,120 mg
PEACHES YELLOW 2 LB,3.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIGS FRESH 1 LB,3.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GRAPES RED/GREEN DUO 2LB,5.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CARROTS CUT & PEELED 1.5 LB,1.69,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRIRACHA SAUCE,3.99,0 ,0 g,0 g,0 g,0 mg,75 mg,1 g,0 g,1 g,0 g,0.0 mcg,0 mg,0.0 mg,10 mg
MULTIGRAIN BREAD GLUTEN FREE,4.49,100,2.0 g,0 g,0 g,0 mg,160 mg,19 g,2 g,3 g,2 g,0.0 mcg,10 mg,0.6 mg,40 mg
PESTO CHICKEN BREAST,8.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PASTA VEGAN BOLOGNESE FILLED,3.99,170 ,6 g,1.0 g,0 g,0 mg,430 mg,24 g,3 g,4 g,5 g,0.0 mcg,10 mg,0.6 mg,210 mg
CEREAL TINY FRUITY CUTIES,3.99,150 ,1.5 g,0 g,0 g,0 mg,180 mg,33 g,2 g,13 g,2 g,0.0 mcg,150 mg,5.4 mg,70 mg
CHICKEN BREAST STRIPS GRILLED FRZ,8.99,110 ,2.5 g,0.5 g,0 g,55 mg,230 mg,2 g,0 g,0 g,20 g,0.0 mcg,10 mg,0.6 mg,150 mg
SPARKLING WATER CRANBERRY CLEMENTINE 8 PK,3.49,0 ,0 g,0 g,0 g,0 mg,0 mg,0 g,0 g,0 g,0 g,0.0 mcg,0 mg,0.0 mg,0 mg
ALMOND BUTTER RAW CREAMY,6.99,190 ,16 g,1.0 g,0 g,0 mg,0 mg,7 g,4 g,1 g,7g,,,,
ALMOND BUTTER CRUNCHY SALTED,6.99,190 ,16g,1g,0g,0mg,65mg,7g,N/A,1g,7g,,,,
ALMOND BUTTER CRMY NS ADDED,6.99,190 ,16g,1g,0g,0mg,0mg,7g,N/A,1g,7g,,,,
ALMOND BUTTER CREAMY SALTED,6.99,190 ,16g,1g,0g,0mg,65mg,7g,N/A,1g,7g,,,,
ALMOND BUTTER CRNCH NS ADDED,6.99,190 ,16g,1g,0g,0mg,0mg,7g,N/A,1g,7g,,,,
SLICED MUENSTER,4.49,110,8g,5g,0.5g,25mg,180mg,0g,0g,0g,7g,0mcg,200mg,0mg,40mg
LIGHTLY SMOKED SARDINES,1.99,180 ,10 g,2.0 g,0 g,50 mg,220 mg,0 g,0 g,0 g,21 g,1.1 mcg,360 mg,2.4 mg,320 mg
SOYAKI,3.99,40 ,1.0 g,0 g,0 g,0 mg,490 mg,7 g,0 g,5 g,1 g,0.1 mcg,10 mg,0.4 mg,50 mg
TRADITIONAL TUNISIAN HARISSA,2.99,10,0.5 g,0 g,0 g,0 mg,50 mg,1 g,0 g,0 g,0 g,0.0 mcg,2 mg,0 mg,23 mg
SALAD ORGANIC HERB 5 OZ,1.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAPLE SYRUP GRADE A AMBR RCH,4.99,100,0 g,0 g,0 g,0 mg,0 mg,27 g,0 g,24 g,0 g,0.0 mcg,30 mg,0.5 mg,90 mg
MAPLE SYRUP VERMONT GRADE A DARK ROBUST ORGANIC,4.99,100 ,0 g,0 g,0 g,0 mg,0 mg,27 g,0 g,24 g,0 g,0.0 mcg,40 mg,0.0 mg,80 mg
SWEET & SPICY PECANS,4.49,220 ,20 g,2.0 g,0 g,0 mg,50 mg,7 g,2 g,4 g,3 g,0.2 mcg,20 mg,0.9 mg,80 mg
PASTA QUINTET ORGANIC,1.99,200 ,0.5 g,0 g,0 g,0 mg,0 mg,40 g,2 g,1 g,7 g,0.0 mcg,10 mg,0.6 mg,140 mg
HAND CREAM ANTIOXIDANT GUAVA ULTRA MOISTURIZING,4.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PINEAPPLE STICKS DARK CHOCOLATE,3.49,120 ,2.5 g,1.5 g,0 g,0 mg,10 mg,24 g,less than 1 g,18 g,0 g,0.1 mcg,0 mg,0.6 mg,30 mg
PESTO LEMON,3.49,270 ,25 g,3.5 g,0 g,5 mg,610 mg,6 g,2 g,4 g,4 g,0.0 mcg,110 mg,0.5 mg,90 mg
BURRATA,4.99,70,6g,4g,0 g,20mg,60mg,1g,N/A,0 g,3g,,,,
SHREDDED VEGAN SPICY MEXICAN STYLE BLEND,3.99,90 ,7 g,7 g,0 g,0 mg,270 mg,7 g,0 g,less than 1 g,0 g,0.0 mcg,160 mg,0.0 mg,0 mg
TJ'S OLD FASHION 750 ML,19.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GROUND BEEF  96/4,7.49,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GROUND BEEF 96/4,7.49,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GHOST PEPPER POTATO CHIPS,3.49,140 ,8 g,1.5 g,0 g,0 mg,160 mg,17 g,1 g,1 g,2 g,0 mcg,8 mg,0 mg,317 mg
THAI VEGETABLE GYOZA,4.79,160,4.5 g,1.5 g,0 g,0 mg,300 mg,25 g,2 g,2 g,3 g,0.6 mcg,30 mg,0.4 mg,100 mg
EGG OMELETS CHEDDAR CHEESE (4CT),4.99,450 ,35 g,21 g,0.5 g,615 mg,870 mg,2 g,less than 1 g,0 g,33 g,0.0 mcg,560 mg,1.6 mg,220 mg
CRUMBLED FETA,2.99,70 ,4.0 g,2.5 g,0 g,15 mg,340 mg,2 g,0 g,less than 1 g,6 g,0.0 mcg,110 mg,0.0 mg,50 mg
3 PACK OAT CHOCOLATE BAR CRISP RICE COCOA NIBS,2.49,140 ,9 g,5 g,0 g,0 mg,80 mg,14 g,less than 1 g,9 g,less than 1 g,0.2 mcg,10 mg,0.9 mg,30 mg
LICORICE SOFT TWIST TRIO,2.49,110 ,0 g,0 g,0 g,0 mg,35 mg,24 g,0 g,12 g,1 g,0.0 mcg,0 mg,0.1 mg,20 mg
GROUND BEEF 80/20,4.99,290 ,23 g,9 g,1.5 g,80 mg,80 mg,0 g,0 g,0 g,19 g,0.1 mcg,20 mg,2.2 mg,310 mg
MIDNIGHT MOO CHOCOLATE SYRUP ORG,3.99,110 ,0 g,0 g,0 g,0 mg,25 mg,26 g,1 g,22 g,less than 1 g,0.0 mcg,10 mg,1.2 mg,180 mg
MADELEINES GLUTEN FREE,3.49,140 ,7 g,0.5 g,0 g,25 mg,95 mg,17 g,0 g,6 g,1 g,0.0 mcg,10 mg,0.2 mg,20 mg
PASTA SPAGHETTI ALLA CHITARRA ORGANIC,1.99,200 ,0.5 g,0 g,0 g,0 mg,0 mg,40 g,2 g,1 g,7 g,0.0 mcg,10 mg,0.6 mg,140 mg
CUT SMOKE CHIVE ONION CHEDDAR,11.99,110,9g,6g,0g,25mg,190mg,less than 1g,N/A,0g,7g,,,,
ENCHILADAS VEGETABLE & CHEESE,2.99,390 ,21 g,6 g,0 g,30 mg,620 mg,40 g,6 g,4 g,12 g,0.2 mcg,70 mg,3.3 mg,570 mg
CHEESEBURGERS MINI,4.49,190 ,10 g,3.5 g,0 g,25 mg,250 mg,19 g,less than 1 g,6 g,8 g,0.1 mcg,60 mg,0.6 mg,110 mg
|HERE , KITTY, KITTY|,2.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CRAB PAWS,2.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
STRAWBERRY STILTON TRUCKLE,4.99,110,8 g,5 g,0 g,20 mg,150 mg,4 g,0 g,3 g,5 g,,,,
BREAD CINNAMON RAISIN SLICED,4.99,120 ,4.5 g,1.0 g,0 g,5 mg,120 mg,21 g,less than 1 g,8 g,2 g,0.0 mcg,20 mg,1.0 mg,70 mg
PASSION FRUIT ROUNDS,2.99,210 ,0 g,0 g,0 g,0 mg,25 mg,50 g,3 g,32 g,1 g,0.0 mcg,10 mg,1.0 mg,150 mg
JOSEPHSBRAU SUMMER BREW CAN 6PK,5.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ICE CREAM CHOC VANILLA SWIRL GELATO,5.49,180 ,7 g,6 g,0 g,0 mg,40 mg,27 g,less than 1 g,20 g,2 g,0.0 mcg,70 mg,1.3 mg,220 mg
ASIAN STYLE VEGETABLES WITH STIR FRY SAUCE,3.99,60,0 g,0 g,0 g,0 mg,430 mg,7 g,2 g,7 g,3 g,0.0 mcg,30 mg,0.8 mg,110 mg
STEEL CUT OATMEAL,2.29,170 ,2.5 g,0.5 g,0 g,0 mg,45 mg,33 g,4 g,8 g,5 g,0.0 mcg,30 mg,1.5 mg,150 mg
MILK ORGANIC GRASS FED 1/2 GALLON WHOLE,4.99,160 ,9 g,6 g,0 g,35 mg,120 mg,11 g,0 g,11 g,8 g,2.5 mcg,290 mg,0.0 mg,370 mg
MILK ORGANIC GRASS FED 1/2 GALLON 2%,4.99,130 ,5.0 g,3.0 g,0 g,20 mg,135 mg,13 g,0 g,13 g,9 g,3.0 mcg,330 mg,0.1 mg,420 mg
BAR STRAWBERRY LEMONADE,3.29,140 ,0 g,0 g,0 g,0 mg,10 mg,34 g,0 g,31 g,0 g,0.0 mcg,20 mg,0.2 mg,30 mg
CAROLINA GOLD BBQ SAUCE,2.99,60 ,0 g,0 g,0 g,0 mg,410 mg,14 g,0 g,13 g,0 g,0.0 mcg,10 mg,0.2 mg,30 mg
CHOCOLATE OAT BEVERAGE,2.99,140 ,2.0 g,0.5 g,0 g,0 mg,140 mg,29 g,3 g,13 g,2 g,0.0 mcg,20 mg,1.4 mg,200 mg
HUMMUS MDTRN SNCK PCK W/PITA CHIPS,2.99,330 ,20 g,2.0 g,0 g,0 mg,410 mg,29 g,N/A,2 g,9 g,0 mcg,60 mg,3 mg,149 mg
PB&C SNACK DUO,3.99,310 ,17 g,7 g,0 g,0 mg,180 mg,32 g,3 g,22 g,7 g,0.0 mcg,50 mg,1.8 mg,380 mg
HOT SAUCE CHUNKY GARLIC,3.99,0 ,0 g,0 g,0 g,0 mg,135 mg,0 g,0 g,0 g,0 g,0.0 mcg,0 mg,0.0 mg,10 mg
YOGURT GREEK PLAIN 32 OZ NF 0%,5.49,110 ,0 g,0 g,0 g,10 mg,75 mg,7 g,0 g,5 g,17 g,0.0 mcg,190 mg,0.0 mg,240 mg
YOGURT GREEK PLAIN 16 OZ NF 0%,2.99,110 ,0 g,0 g,0 g,10 mg,75 mg,7 g,0 g,5 g,17 g,0.0 mcg,190 mg,0.0 mg,240 mg
YOGURT GREEK PLAIN 16 OZ,2.99,200 ,16 g,10 g,0.5 g,50 mg,75 mg,9 g,0 g,6 g,6 g,0.0 mcg,220 mg,0.0 mg,290 mg
POTATO DUTCH YELLOW 1.5 LB,3.79,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHOC SNACKY CLUSTERS,3.99,160 ,8 g,3.5 g,0 g,less than 5 mg,80 mg,19 g,less than 1 g,11 g,2 g,0.0 mcg,40 mg,0.7 mg,110 mg
ICE CREAM S'MORES,3.79,290 ,16 g,8 g,0 g,65 mg,140 mg,32 g,less than 1 g,27 g,4 g,0.5 mcg,120 mg,0.6 mg,160 mg
FRESH MOZZARELLA PEARLS,4.49,70 ,5.0 g,3.5 g,0 g,15 mg,90 mg,less than 1 g,0 g,0 g,5 g,0.0 mcg,110 mg,0.0 mg,10 mg
WAFFLES WHOLE GRAIN,2.69,290 ,13 g,1.5 g,0 g,0 mg,370 mg,37 g,6 g,8 g,7 g,0.0 mcg,30 mg,2.0 mg,220 mg
SPECULOOS COOKIES,2.29,150,5 g,2.5 g,0 g,0 mg,100 mg,22 g,0 g,10 g,2 g,0.0 mcg,0 mg,0.3 mg,20 mg
BEVERAGE UNSWEETENED VANILLA OAT HALF GALLON,3.99,60 ,3.5 g,0 g,0 g,0 mg,85 mg,5 g,3 g,0 g,1 g,1.3 mcg,160 mg,0.0 mg,200 mg
CUT TACO SEASONED GOUDA,12.49,110,9g,7g,0g,25mg,180mg,0g,N/A,0g,6g,,,,
HUMMUS ROASTED RED PEPPER,3.49,50 ,3.5 g,0 g,0 g,0 mg,100 mg,4 g,1 g,1 g,1 g,0.0 mcg,10 mg,0.5 mg,50 mg
MATCHA GREEN TEA LATTE MIX,4.99,220 ,9 g,8 g,0 g,0 mg,70 mg,32 g,2 g,17 g,2 g,0.0 mcg,190 mg,0.3 mg,80 mg
SWEET THAI GINGER SAUCE,2.49,50 ,0.5 g,0 g,0 g,0 mg,480 mg,10 g,less than 1 g,8 g,less than 1 g,,,,
MEAL BBQ JACKFRUIT,2.99,120 ,1.0 g,0 g,0 g,0 mg,400 mg,27 g,6 g,17 g,4 g,0.0 mcg,60 mg,1.3 mg,340 mg
TOMATO BASIL MARINARA,1.99,90 ,5 g,1.0 g,0 g,0 mg,550 mg,10 g,2 g,6 g,2 g,0.0 mcg,40 mg,0.6 mg,420 mg
SHRIMP BOOM BAH,8.99,370 ,30 g,5 g,0 g,70 mg,840 mg,14 g,3 g,4 g,10 g,0.0 mcg,50 mg,0.5 mg,120 mg
BARK PRETZEL ALMOND DARK CHOCOLATE,3.99,150,9g,5g,0g,less than 5mg,170mg,17g,2g,14g,2g,0mcg,20mg,1.9mg,100mg
ENCHILADA SAUCE,2.99,30 ,1.5 g,0 g,0 g,0 mg,200 mg,4 g,N/A,0 g,1 g,,,,
SPECULOOS COOKIE BUTTER,3.99,170 ,11 g,2.5 g,0 g,0 mg,55 mg,16 g,0 g,11 g,1 g,0.0 mcg,10 mg,0.5 mg,20 mg
COOKIE BUTTER ICE CREAM,4.99,310 ,18 g,8 g,0.5 g,35 mg,90 mg,38 g,Less than 1 g,33 g,4 g,0.6 mcg,100 mg,0.3 mg,170 mg
MILK CHOCOLATE CORNFLAKE BAR,2.99,160 ,8 g,5 g,0 g,less than 5 mg,75 mg,18 g,less than 1 g,14 g,2 g,0.3 mcg,40 mg,1.1 mg,90 mg
MUFFIN GLUTEN FREE STRAWBERRY,5.99,380 ,21 g,2.5 g,0 g,65 mg,370 mg,45 g,1 g,25 g,3 g,0.3 mcg,50 mg,0.4 mg,80 mg
COLD SMOKED SALMON WITH DILL,6.49,90 ,5.0 g,1.0 g,0 g,30 mg,580 mg,less than 1 g,0 g,0 g,11 g,3.2 mcg,10 mg,0.3 mg,200 mg
CHEESE CURDS BREADED CHEDDAR,4.99,230 ,10 g,5.0 g,0 g,25 mg,620 mg,26 g,1 g,4 g,9 g,0.0 mcg,240 mg,0.3 mg,80 mg
PASTA MAFALDA CORTA ORGANIC,2.49,200 ,0.5 g,0 g,0 g,0 mg,0 mg,40 g,2 g,1 g,7 g,0.0 mcg,10 mg,0.6 mg,140 mg
TJ'S RUM PANAMA 5 YR,14.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CRACKERS SANDWICH EVERYTHING BAGEL,3.49,150 ,7 g,4.0 g,0 g,10 mg,220 mg,18 g,less than 1 g,4 g,2 g,0.0 mcg,30 mg,0.9 mg,80 mg
TJ RES MERITAGE PASO ROBLES LOT 239,9.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TJ GR RES CAB SAUV ALEX VALLEY LOT 95,12.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CANDLE TIN SALTED CARAMEL PISTACHIO,3.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BRAZIL NUT BODY WASH,5.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PRESERVES BLUEBERRY ORGANIC,4.49,50 ,0 g,0 g,0 g,0 mg,0 mg,13 g,0 g,12 g,0 g,0.0 mcg,0 mg,0.2 mg,10 mg
MADAGASCAR VANILLA CREME FRAICHE,3.99,110 ,11 g,7 g,0 g,35 mg,5 mg,3 g,0 g,2 g,less than 1 g,0.0 mcg,10 mg,0.2 mg,20 mg
CUT BLUEBERRY FIELDS,10.99,110,8g,6g,0g,20mg,150mg,2g,N/A,0g,7g,,,,
CHOC SMORE CLUSTERS,3.99,180 ,8 g,4.5 g,0 g,less than 5 mg,45 mg,24 g,0 g,19 g,2 g,0.0 mcg,50 mg,1.1 mg,100 mg
ENCHANTED JANGLE,4.49,140 ,6 g,4.5 g,0 g,0 mg,210 mg,21 g,less than 1 g,11 g,2 g,0.0 mcg,20 mg,0.6 mg,30 mg
GUMMY BEACH DAY,1.99,100 ,0 g,0 g,0 g,0 mg,0 mg,24 g,0 g,15 g,0 g,0.0 mcg,0 mg,0.1 mg,0 mg
BAG 8 GAL INSULATED MAGENTA,7.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CAMPANOLOGY PEACH ALE,2.0,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ST PAULIN,3.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SALAD ORGANIC BABY SPINACH 6OZ,0.0,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PASTA ORG RED LENTIL SEDANINI,2.99,210,1 g,0 g,0 g,0 mg,0 mg,36 g,6 g,Less than 1 g,15 g,N/A,0 mg,3.2 mg,490 mg
GF BATTERED PLANT-BASED FISH FILLETS,4.99,190 ,11 g,2.0 g,0 g,0 mg,420 mg,19 g,6 g,0 g,4 g,0.0 mcg,20 mg,1.1 mg,80 mg
SPARKLING WATERMELON JUICE 4 PK.,3.99,60 ,0 g,0 g,0 g,0 mg,0 mg,16 g,2 g,12 g,0 g,0.0 mcg,0 mg,0.0 mg,590 mg
PASTA RAVIOLONI ITALIAN TOMATO & BURRATA,3.99,220 ,11 g,4.5 g,0 g,55 mg,450 mg,24 g,1 g,6 g,6 g,0.0 mcg,70 mg,0.5 mg,200 mg
HONEY SPICY SAUCE,4.99,70 ,0 g,0 g,0 g,0 mg,0 mg,17 g,0 g,16 g,0 g,0.0 mcg,0 mg,0.0 mg,0 mg
JOSEPHSBRAU BAVARIAN HEFEWEIZEN CAN,5.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COLD BREW ICED TEA BAGS BLACK+LEMON,2.69,0 ,0 g,0 g,0 g,0 mg,0 mg,0 g,0 g,0 g,0 g,0.0 mcg,0 mg,0.0 mg,30 mg
TUATEA SAUV BLANC MARLBOROUGH,6.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JALAPENO LIMADE ORG 32 OZ,2.29,100 ,0 g,0 g,0 g,0 mg,5 mg,25 g,0 g,23 g,0 g,0.0 mcg,10 mg,0.1 mg,40 mg
SFOGLIATELLA NAPLES CLASSIC PASTRY,4.49,240 ,8 g,3.5 g,0 g,0 mg,25 mg,35 g,2 g,12 g,7 g,0.0 mcg,120 mg,0.1 mg,50 mg
PEANUT BUTTER CUPS MILK CHOC,4.49,190 ,11 g,6 g,0 g,0 mg,45 mg,20 g,less than 1 g,18 g,2 g,0.1 mcg,20 mg,0.8 mg,90 mg
OLD FASHIONED BLISTER PEANUTS SALT,2.99,170 ,15 g,2 g,0 g,0 mg,120 mg,5 g,2 g,1 g,7 g,0 mcg,27 mg,1 mg,200 mg
ORG POWDERED SUGAR,3.29,120 ,0 g,N/A,N/A,N/A,0 mg,30 g,N/A,29 g,0 g,N/A,N/A,N/A,N/A
PURE BOURBON ORG VANILLA EXTRACT,10.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLONDIE BAR BAKING MIX,3.49,130 ,2.5 g,1.5 g,0 g,0 mg,190 mg,25 g,less than 1 g,15 g,1 g,0.1 mcg,10 mg,1.3 mg,50 mg
CRISPY THAI SWEET AND SOUR NOODLE SNACK,2.99,150 ,9 g,2.0 g,0 g,0 mg,125 mg,16 g,1 g,5 g,1 g,0.0 mcg,10 mg,0.3 mg,90 mg
SPREAD 3 CHEESE TIROKAFTERI,3.99,60 ,5.0 g,1.5 g,0 g,less than 5 mg,150 mg,3 g,0 g,0 g,2 g,0.0 mcg,20 mg,0.1 mg,20 mg
BUTTERY VEGAN SPREAD ORGANIC,3.99,80 ,9 g,3.5 g,0 g,0 mg,80 mg,0 g,0 g,0 g,0 g,0.0 mcg,0 mg,0.0 mg,0 mg
SPICE CHILE POWDER HOT & SMOKY,2.49,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SALAD DRESSING RANCH,3.99,70 ,7 g,1.5 g,0 g,10 mg,150 mg,1 g,0 g,less than 1 g,less than 1 g,0.0 mcg,20 mg,0.1 mg,40 mg
PREMIUM EVOO W/POUR SPOUT,8.99,130 ,14 g,2.0 g,0 g,0 mg,0 mg,0 g,0 g,0 g,0 g,N/A,N/A,N/A,N/A
MILD PICO DE GALLO SALSA,2.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
UNBLEACHED ALL PURPOSE FLOUR,2.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CAVE AGED GRUYERE IN PARCHMENT,15.99,120 ,9 g,6 g,0 g,25 mg,160 mg,0 g,0 g,0 g,8 g,,,,
SWEET PLANTAIN CHIPS,2.29,140 ,7 g,0.5 g,0 g,0 mg,0 mg,20 g,1 g,7 g,less than 1 g,0.0 mcg,0 mg,0.3 mg,210 mg
ORG BLUE CORN TORT CHIPS,3.99,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LENTIL CRUNCHY CURLS,2.99,130 ,5 g,0 g,0 g,0 mg,280 mg,19 g,1 g,0 g,3 g,0.0 mcg,0 mg,1 mg,160 mg
CUT VEG JICAMA STICKS 9.5 OZ,3.49,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUMMUS GARLIC ROASTED,2.29,40 ,1.5 g,0 g,0 g,0 mg,100 mg,5 g,1 g,1 g,2 g,,,,
CEREAL TJ'S FLAKES AND STRAWBERRIES,2.99,140 ,0.5 g,0 g,0 g,0 mg,260 mg,33 g,2 g,11 g,3 g,0.0 mcg,0 mg,5.4 mg,110 mg
CHICKEN TIKKA MASALA,4.49,360,14 g,2.5 g,0 g,50 mg,580 mg,39 g,1 g,6 g,21 g,N/A,,,N/A
VEGAN BEET POKE,4.99,100 ,6 g,1.0 g,0 g,0 mg,270 mg,8 g,2 g,6 g,2 g,0.0 mcg,20 mg,0.8 mg,270 mg
SOFT & JUICY MANGO,2.29,120,0 g,0 g,0 g,0 mg,25 mg,29 g,1 g,21 g,Less than 1 g,0.0 mcg,70 mg,0.2 mg,70 mg
GNOCCHI ALLA ROMANA,4.49,180 ,10 g,7 g,0 g,60 mg,510 mg,16 g,1 g,4 g,6 g,0.0 mcg,130 mg,0.4 mg,150 mg
MINI MOUSSE FLOWERS,3.99,400 ,26 g,13 g,0 g,30 mg,160 mg,42 g,1 g,34 g,3 g,0.2 mcg,50 mg,0.4 mg,170 mg
BROWNIE PEANUT BUTTER BROOKIE,4.49,150 ,7 g,2.5 g,0 g,15 mg,135 mg,20 g,less than 1 g,13 g,2 g,0.2 mcg,10 mg,2.4 mg,80 mg
VANILLA CARDONA GOAT'S CHEESE,5.49,100 ,8 g,1.5 g,0 g,35 mg,190 mg,1 g,0 g,0 g,6 g,0.0 mcg,220 mg,0.1 mg,30 mg
